strategy,swarm_size,hazard_rate,seed,survivors_found,agents_lost,coverage_pct,duplicate_visits,timesteps_run
pheromone,6,slow,4,7,2,55.88235294117647,711,200
pheromone,6,slow,5,9,2,82.94117647058825,668,200
pheromone,6,slow,6,10,0,68.82352941176471,180,69
pheromone,6,slow,7,8,6,51.76470588235295,291,108
pheromone,6,slow,8,9,5,72.05882352941177,347,200
pheromone,6,slow,9,10,1,48.23529411764706,231,75
pheromone,6,slow,10,9,4,72.6470588235294,548,200
pheromone,6,slow,11,10,1,38.23529411764706,146,46
pheromone,6,slow,12,9,4,59.705882352941174,409,200
pheromone,6,slow,13,6,3,40.588235294117645,586,200
pheromone,6,slow,14,10,2,52.352941176470594,140,66
pheromone,6,slow,15,7,0,70.88235294117648,959,200
pheromone,6,slow,16,10,2,68.82352941176471,282,114
pheromone,6,slow,17,7,1,40.294117647058826,910,200
pheromone,6,slow,18,10,1,68.52941176470588,160,68
pheromone,6,slow,19,6,3,55.00000000000001,573,200
pheromone,6,slow,20,8,2,58.82352941176471,725,200
pheromone,6,slow,21,7,2,66.76470588235294,655,200
pheromone,6,slow,22,6,4,38.52941176470589,399,200
pheromone,6,slow,23,6,6,50.882352941176464,291,94
pheromone,6,slow,24,7,6,46.1764705882353,211,82
pheromone,6,slow,25,6,0,46.76470588235294,1041,200
pheromone,6,slow,26,9,5,67.05882352941175,170,200
pheromone,6,slow,27,8,2,72.6470588235294,657,200
pheromone,6,slow,28,9,0,67.64705882352942,970,200
pheromone,6,slow,29,10,0,42.05882352941177,97,40
random,12,fast,0,4,0,22.941176470588236,2322,200
random,12,fast,1,5,0,31.76470588235294,2292,200
random,12,fast,2,6,0,19.411764705882355,2334,200
random,12,fast,3,3,0,24.705882352941178,2316,200
random,12,fast,4,1,2,13.23529411764706,1993,200
random,12,fast,5,3,10,19.411764705882355,506,200
random,12,fast,6,0,5,6.764705882352941,1450,200
random,12,fast,7,0,2,3.5294117647058822,1654,200
random,12,fast,8,3,11,12.352941176470589,304,200
random,12,fast,9,4,2,23.235294117647054,1953,200
random,12,fast,10,5,0,30.294117647058822,2297,200
random,12,fast,11,3,2,7.0588235294117645,1997,200
random,12,fast,12,0,0,2.0588235294117645,2393,200
random,12,fast,13,6,0,22.941176470588236,2322,200
random,12,fast,14,1,2,5.294117647058823,2006,200
random,12,fast,15,3,0,24.41176470588235,2317,200
random,12,fast,16,2,12,3.5294117647058822,127,12
random,12,fast,17,4,0,18.823529411764707,2336,200
random,12,fast,18,0,0,20.0,2332,200
random,12,fast,19,1,12,2.0588235294117645,73,7
random,12,fast,20,2,0,15.294117647058824,2348,200
random,12,fast,21,2,0,12.941176470588236,2356,200
random,12,fast,22,2,12,5.294117647058823,134,15
random,12,fast,23,1,0,17.941176470588236,2339,200
random,12,fast,24,4,0,20.0,2332,200
random,12,fast,25,6,0,37.05882352941177,2274,200
random,12,fast,26,1,2,3.2352941176470593,2005,200
random,12,fast,27,1,12,5.294117647058823,89,20
random,12,fast,28,2,5,8.823529411764707,1474,200
random,12,fast,29,0,7,2.3529411764705883,1070,200
random,12,medium,0,4,0,22.941176470588236,2322,200
random,12,medium,1,5,0,30.294117647058822,2297,200
random,12,medium,2,6,0,26.176470588235297,2311,200
random,12,medium,3,4,1,31.470588235294116,2123,200
random,12,medium,4,1,4,14.705882352941178,1706,200
random,12,medium,5,0,12,7.941176470588235,234,33
random,12,medium,6,0,4,8.529411764705882,1685,200
random,12,medium,7,6,10,17.352941176470587,574,200
random,12,medium,8,6,7,18.235294117647054,1059,200
random,12,medium,9,4,1,24.11764705882353,2136,200
random,12,medium,10,4,0,33.82352941176471,2285,200
random,12,medium,11,5,5,9.411764705882351,1479,200
random,12,medium,12,0,12,3.823529411764706,123,15
random,12,medium,13,5,1,24.705882352941178,2131,200
random,12,medium,14,3,9,8.235294117647058,785,200
random,12,medium,15,1,0,17.058823529411764,2342,200
random,12,medium,16,2,12,7.941176470588235,157,28
random,12,medium,17,5,0,17.647058823529413,2340,200
random,12,medium,18,0,2,20.0,2002,200
random,12,medium,19,3,12,8.235294117647058,134,25
random,12,medium,20,2,2,16.470588235294116,2009,200
random,12,medium,21,0,0,11.176470588235295,2362,200
random,12,medium,22,3,12,6.176470588235294,203,21
random,12,medium,23,2,1,19.705882352941178,2153,200
random,12,medium,24,3,4,20.294117647058822,1612,200
random,12,medium,25,5,0,40.0,2264,200
random,12,medium,26,3,8,21.470588235294116,875,200
random,12,medium,27,1,12,7.941176470588235,130,32
random,12,medium,28,3,7,16.176470588235293,1200,200
random,12,medium,29,0,12,2.6470588235294117,146,19
random,12,slow,0,4,0,24.41176470588235,2317,200
random,12,slow,1,7,1,37.35294117647059,2184,200
random,12,slow,2,6,5,37.35294117647059,1674,200
random,12,slow,3,4,1,37.05882352941177,2166,200
random,12,slow,4,7,7,36.76470588235294,1580,200
random,12,slow,5,3,6,20.0,1646,200
random,12,slow,6,2,6,30.0,1598,200
random,12,slow,7,4,5,22.647058823529413,1711,200
random,12,slow,8,5,8,22.941176470588236,1369,200
random,12,slow,9,6,8,34.705882352941174,1277,200
random,12,slow,10,5,3,48.52941176470589,2008,200
random,12,slow,11,7,5,38.82352941176471,1587,200
random,12,slow,12,1,11,8.823529411764707,547,200
random,12,slow,13,5,2,30.58823529411765,1993,200
random,12,slow,14,8,6,42.05882352941177,1539,200
random,12,slow,15,4,5,30.88235294117647,1811,200
random,12,slow,16,6,8,42.35294117647059,1094,200
random,12,slow,17,6,1,23.823529411764703,2204,200
random,12,slow,18,4,3,40.0,2018,200
random,12,slow,19,4,12,22.058823529411764,477,87
random,12,slow,20,4,3,23.52941176470588,1873,200
random,12,slow,21,4,2,21.470588235294116,2086,200
random,12,slow,22,4,9,17.647058823529413,795,200
random,12,slow,23,6,6,35.0,1573,200
random,12,slow,24,3,1,21.470588235294116,2192,200
random,12,slow,25,6,5,44.70588235294118,1757,200
random,12,slow,26,3,4,21.470588235294116,1715,200
random,12,slow,27,7,10,36.17647058823529,749,200
random,12,slow,28,7,7,36.47058823529411,1609,200
random,12,slow,29,5,11,16.76470588235294,607,200
random,3,fast,0,3,0,11.470588235294118,561,200
random,3,fast,1,3,0,17.647058823529413,540,200
random,3,fast,2,3,0,10.588235294117649,564,200
random,3,fast,3,2,0,19.705882352941178,533,200
random,3,fast,4,1,0,12.352941176470589,558,200
random,3,fast,5,0,3,4.117647058823529,27,17
random,3,fast,6,0,1,6.470588235294119,396,200
random,3,fast,7,0,0,3.5294117647058822,224,200
random,3,fast,8,3,2,12.058823529411764,192,200
random,3,fast,9,4,0,16.176470588235293,545,200
random,3,fast,10,4,0,13.529411764705882,554,200
random,3,fast,11,3,1,6.176470588235294,391,200
random,3,fast,12,0,0,1.4705882352941175,595,200
random,3,fast,13,5,0,21.176470588235293,528,200
random,3,fast,14,0,0,2.0588235294117645,593,200
random,3,fast,15,2,0,18.235294117647054,538,200
random,3,fast,16,2,3,3.5294117647058822,16,12
random,3,fast,17,4,0,17.352941176470587,541,200
random,3,fast,18,0,0,14.117647058823527,552,200
random,3,fast,19,1,3,1.7647058823529411,7,7
random,3,fast,20,1,0,10.0,566,200
random,3,fast,21,1,0,11.470588235294118,561,200
random,3,fast,22,2,3,4.705882352941177,18,15
random,3,fast,23,1,0,12.941176470588236,556,200
random,3,fast,24,2,0,11.470588235294118,561,200
random,3,fast,25,4,0,27.35294117647059,507,200
random,3,fast,26,1,0,2.3529411764705883,592,200
random,3,fast,27,1,3,4.117647058823529,14,19
random,3,fast,28,2,1,5.588235294117648,399,200
random,3,fast,29,1,2,2.3529411764705883,211,200
random,3,medium,0,3,0,15.0,549,200
random,3,medium,1,4,0,19.11764705882353,535,200
random,3,medium,2,6,0,21.470588235294116,527,200
random,3,medium,3,4,0,25.294117647058822,514,200
random,3,medium,4,1,1,12.352941176470589,399,200
random,3,medium,5,0,3,4.705882352941177,61,39
random,3,medium,6,0,1,6.764705882352941,412,200
random,3,medium,7,5,2,22.35294117647059,161,200
random,3,medium,8,3,0,14.705882352941178,550,200
random,3,medium,9,4,0,19.11764705882353,535,200
random,3,medium,10,3,0,21.176470588235293,528,200
random,3,medium,11,4,1,7.0588235294117645,399,200
random,3,medium,12,0,3,1.4705882352941175,28,15
random,3,medium,13,5,0,20.294117647058822,531,200
random,3,medium,14,0,2,4.117647058823529,239,200
random,3,medium,15,1,0,15.294117647058824,548,200
random,3,medium,16,2,3,4.411764705882353,35,17
random,3,medium,17,5,0,15.294117647058824,548,200
random,3,medium,18,0,0,16.470588235294116,544,200
random,3,medium,19,2,3,3.2352941176470593,24,15
random,3,medium,20,1,1,10.588235294117649,396,200
random,3,medium,21,0,0,10.0,566,200
random,3,medium,22,2,3,5.88235294117647,26,21
random,3,medium,23,2,0,15.588235294117649,547,200
random,3,medium,24,4,0,15.0,549,200
random,3,medium,25,5,0,31.176470588235293,494,200
random,3,medium,26,2,2,8.235294117647058,222,200
random,3,medium,27,1,3,5.0,25,32
random,3,medium,28,5,2,15.588235294117649,218,200
random,3,medium,29,2,3,2.3529411764705883,14,8
random,3,slow,0,3,1,13.823529411764708,419,200
random,3,slow,1,3,0,19.11764705882353,535,200
random,3,slow,2,3,1,19.705882352941178,340,200
random,3,slow,3,4,1,24.41176470588235,414,200
random,3,slow,4,4,0,25.882352941176475,512,200
random,3,slow,5,0,0,10.0,566,200
random,3,slow,6,0,0,9.705882352941178,567,200
random,3,slow,7,4,1,24.705882352941178,346,200
random,3,slow,8,4,2,14.117647058823527,325,200
random,3,slow,9,5,1,25.0,376,200
random,3,slow,10,4,1,20.88235294117647,459,200
random,3,slow,11,6,1,24.41176470588235,399,200
random,3,slow,12,0,3,5.294117647058823,139,69
random,3,slow,13,5,1,28.823529411764703,359,200
random,3,slow,14,2,2,9.411764705882351,360,200
random,3,slow,15,1,1,14.411764705882351,452,200
random,3,slow,16,4,3,20.88235294117647,207,165
random,3,slow,17,5,0,18.529411764705884,537,200
random,3,slow,18,0,1,25.294117647058822,419,200
random,3,slow,19,4,2,14.705882352941178,172,200
random,3,slow,20,1,0,17.352941176470587,541,200
random,3,slow,21,1,0,15.588235294117649,547,200
random,3,slow,22,6,1,23.235294117647054,191,200
random,3,slow,23,0,1,10.882352941176473,463,200
random,3,slow,24,2,0,10.882352941176473,563,200
random,3,slow,25,3,1,26.176470588235297,406,200
random,3,slow,26,4,2,20.88235294117647,302,200
random,3,slow,27,3,2,17.647058823529413,261,200
random,3,slow,28,5,1,22.941176470588236,429,200
random,3,slow,29,4,2,20.294117647058822,219,200
random,6,fast,0,4,1,12.352941176470589,974,200
random,6,fast,1,5,0,27.647058823529413,1106,200
random,6,fast,2,6,1,18.529411764705884,954,200
random,6,fast,3,3,0,23.52941176470588,1120,200
random,6,fast,4,1,0,11.76470588235294,1160,200
random,6,fast,5,0,6,7.0588235294117645,80,21
random,6,fast,6,0,1,5.0,996,200
random,6,fast,7,0,3,4.117647058823529,430,200
random,6,fast,8,4,4,9.411764705882351,406,200
random,6,fast,9,4,1,20.88235294117647,944,200
random,6,fast,10,3,0,19.411764705882355,1134,200
random,6,fast,11,3,1,6.470588235294119,989,200
random,6,fast,12,0,0,2.941176470588235,1190,200
random,6,fast,13,4,0,16.76470588235294,1143,200
random,6,fast,14,0,3,2.0588235294117645,635,200
random,6,fast,15,1,0,17.647058823529413,1140,200
random,6,fast,16,2,6,3.2352941176470593,57,12
random,6,fast,17,4,0,18.823529411764707,1136,200
random,6,fast,18,0,1,19.705882352941178,953,200
random,6,fast,19,1,6,1.7647058823529411,36,7
random,6,fast,20,2,0,15.0,1149,200
random,6,fast,21,2,0,12.647058823529411,1157,200
random,6,fast,22,2,4,5.0,434,200
random,6,fast,23,1,1,18.529411764705884,952,200
random,6,fast,24,2,0,12.058823529411764,1159,200
random,6,fast,25,6,0,27.941176470588236,1105,200
random,6,fast,26,1,0,3.2352941176470593,1189,200
random,6,fast,27,1,6,3.5294117647058822,49,18
random,6,fast,28,2,1,9.117647058823527,988,200
random,6,fast,29,0,4,2.3529411764705883,437,200
random,6,medium,0,4,0,17.352941176470587,1141,200
random,6,medium,1,4,0,25.294117647058822,1114,200
random,6,medium,2,4,1,22.647058823529413,953,200
random,6,medium,3,2,0,25.882352941176475,1112,200
random,6,medium,4,3,3,17.058823529411764,655,200
random,6,medium,5,0,6,6.764705882352941,91,29
random,6,medium,6,0,1,7.0588235294117645,991,200
random,6,medium,7,0,6,5.588235294117648,116,27
random,6,medium,8,7,2,20.88235294117647,767,200
random,6,medium,9,5,1,23.52941176470588,936,200
random,6,medium,10,4,0,23.235294117647054,1121,200
random,6,medium,11,5,3,8.529411764705882,632,200
random,6,medium,12,0,6,1.4705882352941175,61,15
random,6,medium,13,5,0,22.941176470588236,1122,200
random,6,medium,14,1,2,5.88235294117647,827,200
random,6,medium,15,1,1,16.470588235294116,974,200
random,6,medium,16,2,6,5.588235294117648,70,20
random,6,medium,17,5,0,16.76470588235294,1143,200
random,6,medium,18,0,1,20.588235294117645,957,200
random,6,medium,19,1,6,2.6470588235294117,41,15
random,6,medium,20,2,1,14.411764705882351,983,200
random,6,medium,21,0,0,10.0,1166,200
random,6,medium,22,2,6,7.0588235294117645,81,23
random,6,medium,23,2,0,18.823529411764707,1136,200
random,6,medium,24,2,1,15.88235294117647,967,200
random,6,medium,25,5,0,32.35294117647059,1090,200
random,6,medium,26,3,4,16.76470588235294,425,200
random,6,medium,27,1,6,5.294117647058823,80,32
random,6,medium,28,6,3,25.0,617,200
random,6,medium,29,1,5,6.470588235294119,75,200
random,6,slow,0,4,2,20.294117647058822,872,200
random,6,slow,1,6,1,35.294117647058826,1032,200
random,6,slow,2,7,0,40.88235294117647,962,200
random,6,slow,3,4,1,38.23529411764706,962,200
random,6,slow,4,4,2,30.294117647058822,951,200
random,6,slow,5,5,4,27.35294117647059,629,200
random,6,slow,6,1,1,29.411764705882355,938,200
random,6,slow,7,4,4,22.647058823529413,606,200
random,6,slow,8,5,5,21.764705882352946,576,200
random,6,slow,9,6,5,23.52941176470588,563,200
random,6,slow,10,3,3,22.941176470588236,965,200
random,6,slow,11,6,3,15.88235294117647,702,200
random,6,slow,12,0,6,4.411764705882353,263,63
random,6,slow,13,5,1,27.647058823529413,991,200
random,6,slow,14,3,2,16.76470588235294,917,200
random,6,slow,15,1,2,22.647058823529413,925,200
random,6,slow,16,2,6,9.117647058823527,289,110
random,6,slow,17,7,3,26.47058823529412,740,200
random,6,slow,18,6,2,37.94117647058823,955,200
random,6,slow,19,2,6,8.235294117647058,303,87
random,6,slow,20,2,0,19.705882352941178,1133,200
random,6,slow,21,2,0,16.176470588235293,1145,200
random,6,slow,22,3,6,8.823529411764707,300,75
random,6,slow,23,2,2,20.88235294117647,928,200
random,6,slow,24,3,4,18.529411764705884,615,200
random,6,slow,25,6,2,39.11764705882353,947,200
random,6,slow,26,2,4,8.529411764705882,566,200
random,6,slow,27,2,5,11.176470588235295,298,200
random,6,slow,28,6,4,28.823529411764703,703,200
random,6,slow,29,6,5,23.235294117647054,390,200
